name,category,serving_size_g,calories,sodium_mg,sugar_g,carbs_g,protein_g,fat_g,sample_count,source_dataset
타르트,빵 및 과자류,,390.0,210.0,14.0,33.05,6.0,15.12,23,음식
타임,조미료류,,364.0,53.0,,75.2,5.6,5.6,1,원재료성식품
탄산수,음료류,500.0,0.0,0.0,0.0,0.0,0.0,0.0,214,가공식품
탄산음료,음료 및 차류,,30.5,1.5,7.33,12.79,0.0,,10,음식
탄탄면,면 및 만두류,599.0,174.0,339.0,3.1,21.0,5.73,7.4,1,음식
탕수어,튀김류,113.5,281.0,322.0,8.36,38.73,12.6,7.71,3,음식
탕수육,튀김류,177.6,160.0,184.0,5.24,13.14,10.6,6.86,6,음식
탕평채,생채·무침류,100.0,73.0,260.0,0.39,6.6,2.4,3.81,5,음식
탱자,과일류,,84.0,2.0,,18.5,1.3,1.5,1,원재료성식품
토끼고기,육류,,167.0,47.5,0.38,0.0,24.96,6.04,4,원재료성식품
토란,감자 및 전분류,,73.0,2.0,0.0,16.28,2.17,0.17,3,원재료성식품
토란국,국 및 탕류,320.0,33.5,186.0,0.26,3.5,1.9,1.44,4,음식
토란대,채소류,,20.0,1.5,1.52,5.1,0.45,0.1,4,원재료성식품
토란대나물,나물·숙채류,50.0,32.0,174.0,1.12,3.88,0.9,1.68,1,음식
토란대나물무침,나물·숙채류,90.0,68.0,222.0,0.39,4.22,5.14,3.38,1,음식
토마토,채소류,,20.0,3.5,2.74,5.0,0.83,0.08,8,원재료성식품
토마토케첩,조미식품,450.0,100.5,910.0,20.38,24.0,1.0,0.0,122,가공식품
토스카노(잎브로콜리),채소류,,40.0,189.0,,6.7,4.7,0.6,1,원재료성식품
토스트,빵 및 과자류,,289.5,430.0,7.43,43.16,7.32,12.41,34,음식
토스트(식빵),빵 및 과자류,230.3,84.0,140.0,2.61,15.55,2.5,1.33,1,음식
토스트/샌드위치,과자류·빵류 또는 떡류,115.0,287.0,434.0,7.37,32.86,8.42,12.78,249,가공식품
톳,해조류,,58.0,3040.0,26.7,18.23,3.92,0.48,12,원재료성식품
톳나물,나물·숙채류,60.0,41.0,186.5,1.39,4.65,3.19,1.77,2,음식
톳나물무침,생채·무침류,90.0,75.0,600.0,6.94,12.28,1.87,2.09,1,음식
통구멍류,어패류 및 기타 수산물,,79.0,,0.1,0.1,17.8,0.35,2,원재료성식품
통치,어패류 및 기타 수산물,,138.0,,0.1,0.1,20.0,5.7,1,원재료성식품
투라치,어패류 및 기타 수산물,,79.0,,0.5,0.5,18.1,0.1,1,원재료성식품
퉁퉁마디(함초),채소류,,19.0,1491.0,0.0,4.05,1.37,0.15,2,원재료성식품
퉁퉁마디환(함초환),채소류,,262.0,7935.0,0.94,52.6,9.28,6.14,1,원재료성식품
튀김,즉석식품류,1000.0,200.0,390.0,2.07,29.64,3.44,7.0,451,가공식품
트위스터 샌드위치,빵 및 과자류,380.6,56.0,131.0,0.55,3.47,3.6,2.95,3,음식
틸라피아,어패류 및 기타 수산물,,126.5,28.5,0.2,0.22,22.34,2.53,4,원재료성식품
파,채소류,,29.0,2.0,2.74,6.5,1.69,0.17,5,원재료성식품
파강회,"채소, 해조류",85.0,42.0,276.0,3.39,6.33,1.2,1.71,1,음식
파김치,김치류,100.0,49.0,655.0,2.8,8.51,2.5,0.58,1,음식
파드득나물(삼엽채),채소류,,25.0,15.0,,5.5,1.8,0.1,1,원재료성식품
파래류,해조류,,23.5,122.0,3.0,7.16,4.4,0.45,14,원재료성식품
파래무침,생채·무침류,39.9,37.0,302.0,1.65,5.13,1.8,1.12,8,음식
파래볶음,볶음류,50.7,61.0,60.0,0.09,1.88,1.2,5.95,3,음식
파래전,전·적 및 부침류,40.0,197.0,283.0,0.83,31.77,4.74,5.03,1,음식
파무침,생채·무침류,85.0,40.0,286.0,3.14,5.72,1.6,1.97,6,음식
파스타,면류,500.0,350.0,4.0,3.0,71.0,13.0,1.5,1873,가공식품
파슬리,조미료류,,159.0,320.0,3.06,32.48,11.26,1.83,2,원재료성식품
파운드케이크,빵 및 과자류,170.0,406.0,141.0,24.29,44.55,5.0,11.79,9,음식
파이/만주,빵 및 과자류,85.0,377.5,271.5,17.57,46.88,6.25,19.96,48,음식
파이/타르트,과자류·빵류 또는 떡류,140.0,385.0,170.0,18.33,42.73,5.56,20.0,1521,가공식품
파인애플,과일류,,53.0,0.0,11.15,14.05,0.48,0.06,3,원재료성식품
파전,전·적 및 부침류,150.0,101.0,435.0,1.05,14.54,4.56,3.04,9,음식
파파야,과일류,,31.5,7.0,5.25,8.1,0.57,0.07,2,원재료성식품
파프리카,조미료류,,520.0,15.0,,47.5,5.7,38.5,1,원재료성식품
파프리카(착색단고추),채소류,,27.0,1.0,5.26,6.45,0.97,0.13,9,원재료성식품
팔보채,볶음류,220.0,90.0,609.0,1.1,3.17,12.42,2.9,3,음식
팜유,식용유지류,1500.0,900.0,0.0,0.0,0.0,0.0,100.0,18,가공식품
팝콘,"곡류, 서류 제품",100.0,495.0,302.5,13.9,63.93,7.11,23.45,2,음식
팟타이,면 및 만두류,338.0,188.5,356.5,7.27,20.52,5.51,9.39,2,음식
팥,두류,,337.0,2.0,0.39,59.5,21.55,1.05,11,원재료성식품
팥밥,밥류,275.0,119.0,1.5,0.15,25.66,2.55,0.34,4,음식
팥빙수,유제품류 및 빙과류,300.0,99.0,34.0,11.78,20.99,2.2,0.82,4,음식
팥빵,빵 및 과자류,,313.0,173.5,25.5,45.0,6.79,12.12,46,음식
팥죽,죽 및 스프류,259.0,83.0,131.0,2.99,17.12,3.17,0.19,5,음식
팬케이크/크레이프,과자류·빵류 또는 떡류,300.0,284.0,118.0,14.66,29.0,5.0,14.0,402,가공식품
팽이버섯,버섯류,,21.0,3.0,0.18,6.71,3.01,0.52,5,원재료성식품
팽창제,기타,,307.0,120.0,0.1,43.1,37.1,6.8,1,원재료성식품
펄조개,어패류 및 기타 수산물,,74.0,,6.0,6.0,9.4,1.0,1,원재료성식품
페이스트리,빵 및 과자류,70.0,387.0,367.0,11.43,38.2,6.95,24.7,79,음식
페퍼민트,조미료류,,70.0,31.0,,14.89,3.75,0.94,1,원재료성식품
포도,과일류,,58.0,1.0,12.83,15.18,0.42,0.13,29,원재료성식품
포도당,당류,,342.0,,88.2,91.0,0.0,0.0,1,원재료성식품
포도씨유,식용유지류,1000.0,830.0,0.0,0.0,0.0,0.0,92.0,68,가공식품
포도즙,과일류,,48.0,1.0,9.71,12.62,0.66,0.01,1,원재료성식품
포타벨라,버섯류,,16.0,10.0,,4.6,3.3,0.1,1,원재료성식품
폭찹,볶음류,99.0,124.0,164.0,3.49,5.73,12.2,5.35,2,음식
표고버섯,버섯류,,31.0,3.0,0.66,11.8,4.06,0.41,19,원재료성식품
표고버섯볶음,볶음류,110.0,35.0,143.0,0.92,3.96,1.7,2.11,4,음식
푸딩,과자류·빵류 또는 떡류,130.0,110.0,45.0,18.75,20.61,0.25,1.0,177,가공식품
풀가사리류,해조류,,152.0,,55.7,58.0,16.5,0.6,1,원재료성식품
풀버섯,버섯류,,15.0,4.0,,4.6,2.7,0.1,1,원재료성식품
풀빵,과자류·빵류 또는 떡류,400.0,260.5,260.0,12.0,42.16,4.95,7.18,394,가공식품
풋고추된장무침,생채·무침류,50.0,45.0,390.0,2.16,7.94,1.9,0.92,4,음식
풋고추볶음,볶음류,100.0,70.0,276.0,4.34,8.25,1.93,3.23,1,음식
풋고추찜,찜류,125.0,53.0,528.5,1.19,8.93,2.3,1.01,2,음식
풋마늘,채소류,,29.5,2.0,3.16,7.3,1.86,0.23,2,원재료성식품
풋마늘무침,생채·무침류,81.6,62.0,155.0,5.19,9.59,1.8,1.04,3,음식
프레즐,빵 및 과자류,100.0,312.0,313.0,9.31,40.09,7.48,6.73,57,음식
프로폴리스,기타,,642.0,19.0,,46.9,0.5,50.3,1,원재료성식품
플럼코트,과일류,,47.0,0.0,7.5,9.97,0.61,1.05,1,원재료성식품
피,곡류,,376.0,10.0,,73.9,8.5,4.6,1,원재료성식품
피라미,어패류 및 기타 수산물,,105.0,,0.2,0.2,18.5,2.8,1,원재료성식품
피망,채소류,,25.5,1.0,2.19,6.27,1.04,0.07,4,원재료성식품
피망볶음,볶음류,60.8,111.0,381.0,2.06,9.6,1.5,7.57,2,음식
피스타치오넛,견과 및 종실류,,572.0,2.5,7.91,24.0,23.07,47.11,2,원재료성식품
피자,빵 및 과자류,200.0,252.0,438.0,3.85,26.48,12.43,11.18,4692,음식
피자빵,빵 및 과자류,200.0,267.5,464.5,5.69,26.92,9.17,14.22,18,음식
피조개무침,생채·무침류,125.0,64.5,265.0,4.29,7.78,6.05,1.14,2,음식
피칸,견과 및 종실류,,691.0,0.0,3.97,13.86,9.17,71.97,1,원재료성식품
하이라이스,밥류,360.0,112.0,71.0,0.87,21.34,3.3,1.29,3,음식
학공치,어패류 및 기타 수산물,,227.5,,0.7,9.2,38.45,1.85,2,원재료성식품
함박스테이크,구이류,157.0,189.0,475.0,4.64,11.25,15.0,9.85,7,음식
함박스테이크/미트볼,즉석식품류,220.0,169.0,398.0,4.28,13.08,8.56,8.13,173,가공식품
핫도그,빵 및 과자류,100.0,273.0,541.0,6.25,27.58,9.23,15.76,61,음식
핫케이크,빵 및 과자류,222.0,193.0,339.0,5.54,30.48,4.7,5.18,1,음식
해면류,어패류 및 기타 수산물,,32.0,,,1.02,4.25,0.47,4,원재료성식품
해물 덮밥,밥류,572.0,78.0,68.0,0.69,14.15,3.8,0.39,1,음식
해물 된장국,국 및 탕류,273.8,38.0,319.0,0.67,1.94,5.9,0.65,4,음식
해물 매운탕,찌개 및 전골류,650.0,33.5,189.5,0.5,1.85,5.6,0.53,2,음식
해물 스파게티,면 및 만두류,700.0,82.0,105.0,1.91,12.76,4.8,1.13,3,음식
해물 완자전,전·적 및 부침류,65.0,221.0,161.0,2.09,15.67,15.4,10.05,4,음식
해물 채소전,전·적 및 부침류,60.0,195.0,267.0,1.24,18.92,10.7,7.77,1,음식
해물볶음,볶음류,168.7,119.0,479.0,2.71,8.64,11.82,4.09,4,음식
해물전골,찌개 및 전골류,500.0,26.0,178.0,0.52,1.95,3.2,0.64,1,음식
해물찜,찜류,771.0,80.0,427.0,2.14,7.08,6.63,1.96,3,음식
해물칼국수,면 및 만두류,1100.0,77.0,252.0,0.22,14.64,3.09,0.4,1,음식
해물콩나물찜,찜류,489.6,49.5,165.0,0.84,4.3,6.67,0.96,2,음식
해물탕,찌개 및 전골류,908.0,39.0,371.5,0.49,2.4,5.37,0.87,2,음식
해물파전,전·적 및 부침류,140.8,135.0,180.5,0.92,12.96,8.05,4.42,4,음식
해바라기,채소류,,9.0,36.0,,0.9,2.2,0.1,1,원재료성식품
해바라기씨,견과 및 종실류,,585.5,2.5,2.71,21.32,20.63,51.03,2,원재료성식품
해바라기씨유,식용유지류,1000.0,837.0,0.0,0.0,0.0,0.0,93.0,231,가공식품
해바라기유,유지류,,919.0,2.0,0.0,0.2,0.0,99.76,1,원재료성식품
해삼,어패류 및 기타 수산물,,33.0,6000.0,0.8,1.43,4.7,0.56,15,원재료성식품
해신탕,찌개 및 전골류,100.0,57.0,266.0,0.41,2.03,7.93,1.88,1,음식
해장국,국 및 탕류,800.0,29.0,312.0,0.42,1.67,3.86,0.97,5,음식
해초무침,생채·무침류,100.0,39.0,862.0,3.95,8.52,0.95,0.16,1,음식
해파리냉채,생채·무침류,85.0,31.0,321.0,3.23,5.64,1.5,0.46,3,음식
해파리류,어패류 및 기타 수산물,,23.0,4522.0,1.25,1.75,3.39,0.18,3,원재료성식품
햄,식육가공품 및 포장육,130.0,184.0,506.0,1.11,3.79,18.04,10.0,3265,가공식품
햄구이,구이류,42.0,151.0,743.0,1.59,2.07,20.2,6.51,4,음식
햄버거,빵 및 과자류,210.0,260.0,424.0,3.92,19.35,11.37,11.52,109,음식
햄볶음,볶음류,220.0,183.0,803.0,3.33,9.6,10.47,11.37,1,음식
햄부침,전·적 및 부침류,80.5,221.0,412.0,0.79,11.3,15.4,10.07,5,음식
햄샌드위치,빵 및 과자류,180.8,222.0,383.5,2.48,22.76,6.85,11.48,4,음식
햄샐러드,생채·무침류,119.5,121.5,190.0,5.3,15.07,4.0,5.0,4,음식
햄전,전·적 및 부침류,63.5,220.5,515.5,1.02,8.34,14.87,13.58,2,음식
햄채소볶음,볶음류,122.5,182.0,464.5,5.13,8.93,8.95,12.48,4,음식
향미유,식용유지류,250.0,840.0,0.0,0.0,0.0,0.0,93.0,1263,가공식품
향신료,조미식품,200.0,219.0,1140.0,5.1,32.0,6.0,5.0,511,가공식품
향어(이스라엘잉어),어패류 및 기타 수산물,,151.0,36.0,0.3,0.3,17.55,7.55,7,원재료성식품
허니브레드,빵 및 과자류,,311.0,325.0,12.0,51.48,6.45,12.5,50,음식
허브차,음료 및 차류,,1.0,1.0,0.0,0.0,0.0,0.0,164,음식
현미밥,밥류,290.0,120.0,1.5,0.1,25.89,2.25,0.37,8,음식
현미죽,죽 및 스프류,100.0,64.0,1.0,0.4,15.2,1.2,0.4,1,음식
호두,견과 및 종실류,,700.5,3.5,1.25,9.81,15.04,70.39,2,원재료성식품
호두과자,과자류·빵류 또는 떡류,320.0,309.0,154.0,24.0,47.0,6.25,10.0,176,가공식품
호두유,유지류,,917.0,0.0,0.0,0.39,0.0,99.57,1,원재료성식품
호떡,빵 및 과자류,104.0,280.0,211.0,4.76,20.14,4.91,5.91,11,음식
호밀,곡류,,329.0,1.5,0.9,73.25,12.2,1.55,2,원재료성식품
호밀빵,빵 및 과자류,,273.0,300.0,6.0,37.33,8.0,8.0,5,음식
호박,채소류,,31.0,1.0,2.49,6.54,1.19,0.17,23,원재료성식품
호박 된장국,국 및 탕류,170.0,17.0,212.0,0.49,2.17,1.2,0.4,4,음식
호박고지볶음,볶음류,120.0,104.0,911.0,9.98,20.28,2.4,2.17,1,음식
호박나물,나물·숙채류,62.5,46.0,290.5,1.93,4.27,0.9,3.05,2,음식
호박볶음,볶음류,70.0,30.5,189.0,1.7,3.6,0.85,1.64,2,음식
호박씨,견과 및 종실류,,548.0,6.0,0.0,5.34,35.35,48.18,1,원재료성식품
호박씨분말,농산가공식품류,,385.0,60.0,1.4,4.9,65.0,9.3,1,가공식품
호박오가리나물무침,나물·숙채류,100.0,201.0,1849.0,6.82,21.46,6.14,10.01,1,음식
호박잎 된장국,국 및 탕류,180.0,17.0,183.0,0.54,2.53,1.3,0.37,1,음식
호박전,전·적 및 부침류,65.0,132.5,183.5,1.75,11.43,3.51,7.75,4,음식
호박죽,죽 및 스프류,345.9,49.0,106.0,3.56,9.7,1.1,0.22,5,음식
호박즙,채소류,,21.0,0.0,3.53,4.73,0.64,0.0,1,원재료성식품
호박찌개,찌개 및 전골류,290.0,36.5,276.0,1.25,5.02,1.98,0.93,2,음식
호빵/찐빵,과자류·빵류 또는 떡류,360.0,239.0,257.0,11.67,48.0,6.49,2.3,354,가공식품
혼합식물성유,유지류,,886.0,0.0,,0.0,0.0,100.0,1,원재료성식품
혼합식용유,식용유지류,1000.0,900.0,0.0,0.0,0.0,0.0,100.0,264,가공식품
혼합잡곡밥,밥류,250.0,118.0,2.0,0.14,25.42,2.35,0.32,4,음식
혼합장,장류,400.0,195.0,2649.0,16.05,32.0,9.0,3.1,634,가공식품
홍어류,어패류 및 기타 수산물,,111.5,208.0,0.0,0.0,24.62,0.86,4,원재료성식품
홍어무침,생채·무침류,200.0,99.0,401.0,7.23,12.98,8.93,1.32,1,음식
홍어찌개,찌개 및 전골류,625.0,51.0,84.0,0.79,3.15,7.7,0.97,1,음식
홍어찜,찜류,250.0,41.0,267.0,0.29,1.49,7.2,0.54,1,음식
홍어회무침,생채·무침류,155.8,72.0,610.5,4.08,7.72,7.9,1.27,2,음식
홍차,음료 및 차류,,1.0,0.0,0.0,0.01,0.0,0.0,74,음식
홍치,어패류 및 기타 수산물,,93.0,,0.1,0.1,18.9,1.4,1,원재료성식품
홍합 무국,국 및 탕류,170.7,19.0,85.0,0.2,1.36,2.7,0.24,3,음식
홍합 미나리죽,죽 및 스프류,256.9,64.0,85.0,0.77,13.12,1.9,0.3,2,음식
홍합 미역국,국 및 탕류,246.0,13.0,238.0,0.0,0.9,1.45,0.51,4,음식
홍합 소고기죽,죽 및 스프류,225.8,130.0,77.0,0.64,17.83,6.2,3.2,3,음식
홍합국(홍합탕),국 및 탕류,300.0,17.0,137.0,0.04,0.75,2.8,0.24,4,음식
홍합류,어패류 및 기타 수산물,,86.0,317.5,4.0,4.14,11.27,1.71,23,원재료성식품
홍합산적,전·적 및 부침류,80.0,196.0,900.0,4.17,13.22,22.23,6.0,1,음식
홍합탕,국 및 탕류,100.0,29.0,303.0,0.0,2.28,3.68,0.57,1,음식
홍화씨유,식용유지류,180.0,800.0,0.0,0.0,0.0,0.0,92.0,1,가공식품
홍화유,식용유지류,473.0,837.0,0.0,0.0,0.0,0.0,93.0,11,가공식품
홑잎나물,채소류,,87.0,1.5,2.69,19.31,4.4,0.89,2,원재료성식품
홑파래류,해조류,,146.0,,48.3,53.2,17.2,1.1,1,원재료성식품
화양적,전·적 및 부침류,134.8,155.0,523.5,0.98,10.31,9.73,8.27,2,음식
환자용 식품,특수의료용도식품,300.0,128.0,149.0,1.81,16.75,6.27,3.98,1095,가공식품
황어,어패류 및 기타 수산물,,95.0,,0.2,0.2,18.3,1.8,1,원재료성식품
황태구이,구이류,185.0,181.5,436.0,4.71,9.68,22.27,5.74,2,음식
황태콩나물찜,찜류,650.0,82.0,244.0,1.74,6.92,10.17,1.99,1,음식
황태해장국,국 및 탕류,600.0,30.0,256.0,0.25,0.95,4.08,1.13,1,음식
회냉면,면 및 만두류,732.6,80.0,294.0,1.43,14.38,3.4,0.87,1,음식
회덮밥,밥류,536.0,122.5,116.5,1.86,17.7,5.47,2.54,4,음식
회무침,생채·무침류,250.0,82.0,354.0,5.47,8.6,8.09,1.53,3,음식
횟대류,어패류 및 기타 수산물,,83.5,1200.0,0.4,0.4,18.3,1.95,4,원재료성식품
효모빵,빵 및 과자류,,266.0,420.5,3.6,51.95,9.5,3.31,10,음식
효모음료,음료류,330.0,24.5,3.0,1.97,5.63,0.09,0.0,44,가공식품
후추,조미료류,,386.0,1390.0,,63.25,11.1,10.9,2,원재료성식품
훈제오리,구이류,250.0,289.0,688.0,0.26,4.34,22.04,20.39,2,음식
훠궈,찌개 및 전골류,100.0,93.0,390.0,1.13,6.83,4.81,5.11,1,음식
휘낭시에,과자류·빵류 또는 떡류,45.0,442.0,157.0,28.48,45.71,7.0,25.8,923,가공식품
흑미밥,밥류,285.0,119.0,2.0,0.03,25.79,2.17,0.17,6,음식
흑임자 죽,죽 및 스프류,259.0,106.0,130.0,0.15,16.36,2.2,3.37,1,음식
흑임자죽,죽 및 스프류,400.0,61.0,159.0,0.75,3.64,1.1,4.73,1,음식
흰점박이 꽃무지,기타,,292.5,124.5,0.09,11.44,34.95,11.86,2,원재료성식품
흰죽,죽 및 스프류,291.9,64.0,130.0,0.09,13.49,1.2,0.28,3,음식
히메치,어패류 및 기타 수산물,,99.0,,0.0,0.0,20.9,1.1,1,원재료성식품
히카마(얌빈),감자 및 전분류,,44.5,0.5,3.76,10.51,0.54,0.06,2,원재료성식품
