name,category,serving_size_g,calories,sodium_mg,sugar_g,carbs_g,protein_g,fat_g,sample_count,source_dataset
북어국,국 및 탕류,300.0,29.0,149.0,0.3,0.96,4.2,0.82,16,음식
북어양념구이,구이류,170.0,137.0,285.0,2.29,6.62,20.3,2.93,1,음식
북어조림,조림류,100.0,182.0,766.0,8.2,17.14,20.83,3.33,1,음식
북어찜,찜류,400.0,118.5,418.0,3.0,9.61,14.37,2.73,2,음식
북어채 고추장 무침,생채·무침류,31.3,296.0,942.0,4.13,14.1,36.6,10.34,1,음식
북어채무침,생채·무침류,120.0,168.5,524.5,3.92,9.63,25.79,2.78,2,음식
북어튀김,튀김류,,344.0,1183.0,21.19,,58.62,,1,음식
분말스프,조미식품,100.0,313.0,3225.0,18.29,56.62,8.14,3.5,154,가공식품
분쇄가공육,식육가공품 및 포장육,800.0,225.0,409.0,3.0,14.35,13.0,12.1,881,가공식품
분유,유가공품류,575.0,365.0,265.0,48.75,54.38,16.91,5.9,17,가공식품
분짜,면 및 만두류,100.0,136.0,398.0,5.47,19.75,5.91,3.66,1,음식
불고기전골,찌개 및 전골류,900.0,100.0,273.5,4.67,10.11,6.23,3.2,4,음식
불낙전골,찌개 및 전골류,420.0,55.0,184.5,0.52,4.03,4.45,2.07,6,음식
붉은메기,어패류 및 기타 수산물,,83.0,,0.0,0.0,18.2,0.37,3,원재료성식품
붕어,어패류 및 기타 수산물,,96.0,64.5,0.1,0.1,18.0,1.98,11,원재료성식품
붕어 매운탕,찌개 및 전골류,600.0,23.0,112.0,0.25,1.08,3.1,0.7,1,음식
붕어찜,찜류,1100.0,76.0,359.0,1.47,6.51,4.94,3.35,1,음식
브라우니,과자류·빵류 또는 떡류,100.0,444.0,150.0,30.95,49.0,6.0,24.0,259,가공식품
브라질너트,견과 및 종실류,,659.0,3.0,2.33,11.74,14.32,67.1,1,원재료성식품
브로콜리,채소류,,35.0,17.0,0.85,7.21,3.85,0.66,8,원재료성식품
브로콜리 두부무침,생채·무침류,50.0,35.0,167.0,2.31,6.17,2.0,0.72,4,음식
브로콜리 버섯볶음,볶음류,50.0,24.0,140.0,0.59,2.99,1.3,1.15,4,음식
브로콜리 채소무침,생채·무침류,50.0,34.0,182.0,2.98,7.21,1.7,0.35,1,음식
브로콜리무침,생채·무침류,50.0,32.0,175.0,2.9,7.01,1.6,0.25,3,음식
브로콜리볶음,볶음류,90.0,51.0,94.0,1.42,5.53,4.42,1.28,1,음식
블랙베리,과일류,,43.0,0.0,5.76,8.69,0.67,1.13,1,원재료성식품
블랙커런트,과일류,,63.0,2.0,,15.38,1.4,0.41,1,원재료성식품
블루길,어패류 및 기타 수산물,,83.0,,0.2,0.2,17.8,0.8,1,원재료성식품
블루베리,과일류,,48.0,3.0,9.96,12.57,0.81,0.26,3,원재료성식품
비름,채소류,,25.0,55.5,0.29,4.23,2.85,0.35,2,원재료성식품
비름나물,나물·숙채류,50.0,28.0,190.5,0.46,3.69,2.05,1.06,12,음식
비름나물무침,나물·숙채류,80.0,73.0,335.0,0.86,5.7,3.46,4.05,1,음식
비비추(이밥추),채소류,,48.0,3.0,,10.1,3.0,0.6,1,원재료성식품
비빔 잡곡밥,밥류,300.0,138.0,93.0,0.68,25.66,3.6,2.12,1,음식
비빔국수,면 및 만두류,197.3,113.0,337.0,3.08,20.94,3.4,2.1,5,음식
비빔냉면,면 및 만두류,586.5,93.0,180.0,1.46,15.67,4.0,1.44,2,음식
비빔막국수,면 및 만두류,700.0,104.0,256.0,3.82,21.47,3.06,0.86,1,음식
비빔면,면 및 만두류,1154.0,153.0,373.0,4.33,20.17,5.7,5.48,1,음식
비빔밥,밥류,400.0,120.0,192.0,1.44,18.84,3.7,2.95,25,음식
비스킷/쿠키/크래커,빵 및 과자류,,482.5,283.0,30.0,62.9,6.35,22.86,106,음식
비타민채(다채),채소류,,14.5,24.0,0.0,1.72,2.18,0.35,2,원재료성식품
비트,채소류,,21.0,149.0,2.82,2.91,2.2,0.14,5,원재료성식품
비파,과일류,,45.0,0.0,10.8,11.95,0.29,0.2,1,원재료성식품
비프까스,튀김류,275.0,208.0,261.0,2.51,12.25,8.1,13.68,1,음식
빙과,빙과류,120.0,107.0,19.0,17.14,23.0,0.0,0.8,1125,가공식품
빙떡(메밀전병),빵 및 과자류,100.0,168.0,346.0,0.62,21.62,6.18,6.29,1,음식
빙수,유제품류 및 빙과류,100.0,127.0,45.0,15.41,24.01,1.92,2.5,154,음식
빙어류,어패류 및 기타 수산물,,92.0,163.5,0.05,0.05,19.5,1.9,7,원재료성식품
빨강부지,어패류 및 기타 수산물,,71.0,,0.0,0.0,15.8,0.5,1,원재료성식품
빵가루,농산가공식품류,2000.0,355.0,341.0,4.0,70.0,11.0,3.0,76,가공식품
뼈다귀해장국,국 및 탕류,650.0,21.0,108.0,0.36,0.96,2.7,0.63,3,음식
뽕나무버섯,버섯류,,187.0,4.5,,65.4,20.1,3.3,4,원재료성식품
뽕잎,채소류,,65.0,6.0,0.41,12.82,6.28,0.55,5,원재료성식품
사골국,국 및 탕류,563.0,35.0,6.0,0.18,2.94,1.8,1.67,4,음식
사과,과일류,,54.0,0.0,10.83,13.93,0.28,0.33,8,원재료성식품
사과차,음료 및 차류,,45.0,2.0,8.08,14.78,0.02,0.0,13,음식
사탕,과자류·빵류 또는 떡류,100.0,390.0,3.0,69.15,95.0,0.0,0.0,4032,가공식품
사탕무,채소류,,77.0,61.0,,18.7,1.8,0.0,1,원재료성식품
사탕수수,채소류,,77.0,10.0,,20.9,1.1,0.0,1,원재료성식품
사태찜,찜류,300.0,110.0,302.0,0.13,3.67,12.1,5.17,1,음식
사프란,조미료류,,310.0,148.0,,65.37,11.43,5.85,1,원재료성식품
산딸기,과일류,,55.0,0.0,7.8,13.55,1.35,0.22,1,원재료성식품
산마늘(명이나물),채소류,,36.5,0.0,3.4,8.25,2.05,0.26,2,원재료성식품
산수유,과일류,,202.0,5.0,10.33,50.21,2.23,1.66,2,원재료성식품
산양유,우유류,,62.0,40.0,3.48,4.03,3.16,3.62,1,원재료성식품
산자,빵 및 과자류,30.0,366.0,23.0,31.35,82.17,2.31,3.09,1,음식
산자나무 열매(씨벅톤),과일류,,70.0,20.0,,9.7,1.0,3.8,1,원재료성식품
산적,전·적 및 부침류,170.0,200.0,586.0,0.06,1.55,29.06,8.56,1,음식
산초,조미료류,,349.0,28.0,2.87,66.44,18.62,0.98,1,원재료성식품
산호류,해조류,,61.0,,,13.29,5.37,0.54,2,원재료성식품
살구,과일류,,144.0,1.5,16.5,37.76,2.21,0.11,2,원재료성식품
살살치,어패류 및 기타 수산물,,82.0,,0.6,0.62,18.23,0.24,2,원재료성식품
살조개,어패류 및 기타 수산물,,89.0,,3.6,3.6,14.2,1.5,1,원재료성식품
삶은 땅콩 조림,조림류,65.5,190.0,756.0,3.82,21.15,6.8,9.74,3,음식
삼각김밥,밥류,100.0,177.5,256.0,0.12,31.38,4.4,3.52,6,음식
삼겹살구이,구이류,200.0,435.0,543.0,2.87,6.49,18.38,37.26,2,음식
삼겹살볶음,볶음류,186.4,230.0,449.0,5.5,9.45,9.95,16.2,4,음식
삼계탕,국 및 탕류,831.6,80.0,102.0,0.48,5.0,7.32,3.75,5,음식
삼나물,채소류,,293.0,,,61.3,22.8,2.2,1,원재료성식품
삼백초,기타,,278.0,8.0,,67.0,12.1,3.8,3,원재료성식품
삼붕냐와,채소류,,27.0,186.0,0.24,3.84,1.62,1.09,1,원재료성식품
삼색 오이냉국,국 및 탕류,160.0,17.0,234.0,2.68,3.52,0.6,0.21,1,음식
삼색냉채,생채·무침류,150.0,68.0,365.0,3.99,7.21,5.6,1.9,3,음식
삼세기,어패류 및 기타 수산물,,97.0,,0.5,0.5,18.6,1.8,1,원재료성식품
삼씨(대마씨),견과 및 종실류,,450.0,2.0,2.3,31.7,29.9,28.3,1,원재료성식품
삼채,채소류,,24.0,3.0,1.31,4.99,1.55,0.13,5,원재료성식품
삼치 양념구이,구이류,68.6,189.0,570.0,4.18,15.38,22.8,4.14,2,음식
삼치 카레구이,구이류,75.6,213.0,320.0,0.44,3.71,27.1,9.05,2,음식
삼치구이,구이류,200.0,81.0,167.0,0.0,1.45,9.55,3.81,5,음식
삼치류,어패류 및 기타 수산물,,118.0,45.0,0.2,0.0,20.71,2.93,8,원재료성식품
삼치조림,조림류,95.0,125.0,364.0,2.03,4.45,15.88,5.63,5,음식
삼치찌개,찌개 및 전골류,297.0,50.0,347.0,1.08,3.35,6.2,1.28,1,음식
삼치튀김,튀김류,89.5,136.0,920.5,0.01,3.56,13.75,6.84,2,음식
상어류,어패류 및 기타 수산물,,107.5,114.0,0.1,0.01,22.55,1.25,16,원재료성식품
상지차,차류,,360.0,7.0,,78.6,6.0,2.4,1,원재료성식품
상추,채소류,,16.5,6.0,1.12,3.29,1.25,0.21,18,원재료성식품
상추 겉절이,생채·무침류,115.0,22.5,151.0,1.74,3.63,1.0,0.72,4,음식
상추겉절이,생채·무침류,90.0,26.5,171.5,1.94,3.97,1.11,0.98,4,음식
상황버섯,버섯류,,91.0,17.0,0.06,42.57,2.24,0.14,2,원재료성식품
새다래,어패류 및 기타 수산물,,104.0,,0.0,0.0,18.9,2.6,1,원재료성식품
새송이버섯 구이,구이류,75.4,58.0,200.0,0.7,4.17,1.6,4.81,3,음식
새송이버섯볶음,볶음류,120.0,28.5,154.5,0.76,3.82,1.42,1.73,2,음식
새송이버섯전,전·적 및 부침류,95.0,63.0,93.0,0.17,5.89,3.16,3.73,1,음식
새싹 샐러드,생채·무침류,104.4,117.0,74.0,2.49,5.01,1.4,10.6,3,음식
새우 탕수,튀김류,94.4,198.5,289.5,6.28,16.36,14.6,7.89,4,음식
새우구이,구이류,240.0,89.5,326.5,0.01,1.43,15.41,2.39,2,음식
새우류,어패류 및 기타 수산물,,98.0,466.0,0.65,1.0,19.48,0.91,45,원재료성식품
새우무침,생채·무침류,27.0,321.0,462.0,8.04,15.47,37.0,11.77,2,음식
새우볶음,볶음류,200.0,83.0,326.0,3.99,5.96,9.91,2.21,1,음식
새우전,전·적 및 부침류,65.9,264.0,788.0,0.06,12.86,23.1,11.86,3,음식
새우젓,젓갈류,10.0,69.0,7402.0,0.5,6.0,7.1,1.8,1,음식
새우젓국,국 및 탕류,320.0,23.0,276.0,0.81,2.21,2.0,0.72,3,음식
새우조림,조림류,241.8,67.0,351.5,0.58,3.42,8.2,2.08,2,음식
새우탕,국 및 탕류,760.5,40.0,217.0,0.89,2.51,6.2,0.56,6,음식
새우튀김,튀김류,91.3,244.0,420.0,1.78,16.53,7.1,5.55,11,음식
새우튀김롤,밥류,300.0,202.0,464.0,3.71,32.09,4.82,6.06,1,음식
새조개,어패류 및 기타 수산물,,68.0,,1.3,2.91,10.66,1.9,7,원재료성식품
샌드위치,빵 및 과자류,140.0,239.0,428.5,4.07,24.0,8.87,11.19,232,음식
샐러드,생채·무침류,150.0,131.0,193.0,3.75,10.84,4.59,8.68,57,음식
생강,채소류,,42.0,11.0,0.45,9.82,1.3,0.3,3,원재료성식품
생강차,음료 및 차류,,54.0,7.0,10.95,,0.01,,18,음식
생선까스,튀김류,138.7,215.0,403.5,0.51,10.89,13.73,12.04,6,음식
생선전,전·적 및 부침류,150.0,166.5,507.0,0.17,5.81,16.13,8.71,2,음식
샤베트,유제품류 및 빙과류,,45.0,5.0,10.3,11.09,0.21,0.3,3,음식
샤브샤브,찌개 및 전골류,812.0,43.5,213.0,1.92,2.72,4.37,1.62,6,음식
서대구이,구이류,79.2,161.0,1177.0,0.0,0.71,25.1,5.77,1,음식
서대류,어패류 및 기타 수산물,,91.0,,0.16,0.22,18.9,1.0,5,원재료성식품
서류가공품,농산가공식품류,638.5,168.0,100.0,2.0,26.95,2.31,3.0,1337,가공식품
석류,과일류,,77.0,1.0,9.94,20.71,0.29,0.2,1,원재료성식품
석묵,해조류,,148.0,,9.1,63.9,9.6,0.2,1,원재료성식품
석이버섯,버섯류,,165.0,6.0,0.33,68.47,11.75,0.96,1,원재료성식품
섞박지,김치류,81.7,38.0,1689.0,2.26,6.23,2.1,1.04,2,음식
섞어찌개(모듬찌개),찌개 및 전골류,416.3,43.0,242.0,1.18,4.66,2.7,1.71,2,음식
선인장,채소류,,79.0,17.0,1.48,18.55,0.89,0.17,4,원재료성식품
선지해장국,국 및 탕류,600.0,34.0,278.0,0.41,2.07,4.4,0.98,1,음식
선짓국,국 및 탕류,460.0,42.5,389.5,0.62,2.83,3.75,1.58,4,음식
설렁탕,국 및 탕류,500.0,37.0,133.0,0.12,4.08,2.65,1.24,3,음식
설탕,당류,365.0,400.0,0.0,100.0,100.0,0.0,0.0,61,가공식품
섬초롱,채소류,,37.5,1.5,,8.05,2.5,0.3,2,원재료성식품
성게류,어패류 및 기타 수산물,,140.0,517.5,7.45,7.23,14.0,4.39,16,원재료성식품
성대류,어패류 및 기타 수산물,,92.5,81.0,0.0,0.0,19.25,1.0,6,원재료성식품
성장기 즉석식품,즉석식품류,660.0,397.0,179.0,43.59,66.67,15.38,8.21,1,가공식품
성장기용 조제식,특수영양식품,645.0,68.0,34.5,5.9,7.89,2.3,3.2,68,가공식품
세발나물,채소류,,20.5,285.0,0.0,3.9,1.95,0.21,2,원재료성식품
세발나물무침,나물·숙채류,100.0,78.0,701.0,3.67,7.05,3.01,4.25,1,음식
세발낙지볶음,볶음류,256.0,68.0,442.0,4.58,7.88,4.7,2.29,3,음식
세발낙지찜,찜류,600.0,74.0,235.0,0.9,3.8,5.5,4.31,1,음식
셀러리,채소류,,17.0,69.5,0.0,3.88,1.07,0.1,2,원재료성식품
소 부산물,육류,,135.0,79.0,0.0,0.1,17.4,4.65,17,원재료성식품
소간 채소볶음,볶음류,104.2,120.0,498.0,3.79,7.74,10.5,5.29,1,음식
소갈비 구이,구이류,141.4,210.0,411.0,3.48,6.33,10.2,15.23,4,음식
소갈비찜,찜류,225.2,160.0,291.0,2.92,6.72,11.41,11.32,5,음식
소고기,육류,,218.5,51.0,0.0,0.0,20.05,14.2,204,원재료성식품
소고기 감자죽,죽 및 스프류,283.9,85.0,62.0,0.27,12.42,2.85,2.35,2,음식
소고기 국밥,밥류,809.0,66.0,124.0,0.4,12.54,2.3,0.75,3,음식
소고기 덮밥,밥류,387.9,120.0,77.0,0.69,18.92,3.3,3.07,3,음식
소고기 두부국,국 및 탕류,320.0,34.0,160.0,0.04,0.62,2.8,2.18,1,음식
소고기 떡찜,찜류,78.4,303.0,357.0,1.45,32.19,10.6,14.48,1,음식
소고기 무국,국 및 탕류,251.9,23.0,135.0,0.17,0.53,1.6,1.49,3,음식
소고기 미역국,국 및 탕류,300.0,21.0,225.0,0.03,0.9,1.6,1.37,5,음식
소고기 샌드위치,빵 및 과자류,250.0,203.0,328.0,2.94,19.7,6.9,10.61,3,음식
소고기 샤브샤브,찌개 및 전골류,930.0,47.0,112.0,0.38,4.1,3.0,2.08,1,음식
소고기 완자전,전·적 및 부침류,61.9,316.0,481.5,0.19,10.07,14.1,23.1,4,음식
소고기 장조림,조림류,50.0,152.0,636.0,1.4,6.22,14.7,7.12,9,음식
소고기국,국 및 탕류,563.0,34.0,6.0,0.14,2.92,1.8,1.67,2,음식
소고기버섯죽,죽 및 스프류,213.6,99.5,166.5,0.07,14.96,2.75,2.81,4,음식
소고기볶음,볶음류,160.8,149.0,243.5,1.82,5.33,6.6,10.27,14,음식
소고기산적,전·적 및 부침류,200.0,227.0,696.0,0.0,3.67,24.2,12.78,1,음식
소고기샤브샤브,찌개 및 전골류,930.0,46.0,114.0,0.4,4.08,2.95,2.04,1,음식
소고기스튜,찜류,127.6,187.0,310.0,2.31,9.23,10.1,11.65,1,음식
소고기육개장,국 및 탕류,220.0,26.0,125.0,0.37,1.49,2.07,1.46,3,음식
소고기전골,찌개 및 전골류,864.0,54.5,224.5,0.59,2.33,3.9,2.64,6,음식
소고기찜,찜류,196.9,119.0,163.0,2.64,5.06,5.5,8.55,2,음식
소고기채소볶음,볶음류,128.7,163.0,297.0,3.39,5.29,6.75,12.54,4,음식
소고기튀김,튀김류,114.2,258.0,428.0,1.88,10.11,10.4,18.92,1,음식
소곱창 구이,구이류,66.2,171.0,296.0,2.43,3.71,8.8,11.89,1,음식
소곱창 볶음,볶음류,99.2,178.0,369.0,1.79,4.99,9.0,13.58,1,음식
소귀나무 열매,과일류,,24.0,23.0,,4.6,0.8,0.6,1,원재료성식품
소금,조미식품,100.0,24.0,13818.0,0.0,3.69,0.36,0.01,16,가공식품
소금빵,빵 및 과자류,,372.0,604.0,6.15,47.64,8.0,18.11,21,음식
소내장구이,구이류,260.0,92.0,57.0,0.1,0.75,6.75,6.53,1,음식
소등심 스테이크,구이류,91.2,226.0,110.0,2.25,3.3,10.6,18.22,4,음식
소등심구이,구이류,127.7,319.0,254.5,0.0,0.26,15.9,26.79,4,음식
소라류,어패류 및 기타 수산물,,102.5,239.0,4.0,3.58,19.27,0.93,20,원재료성식품
소라무침,생채·무침류,91.0,122.0,55.0,2.0,7.46,18.7,1.58,2,음식
소라산적,전·적 및 부침류,80.0,150.0,496.0,1.06,8.06,22.4,3.14,1,음식
소리쟁이,채소류,,259.0,77.0,,52.6,21.7,2.2,1,원재료성식품
소보로빵,빵 및 과자류,70.0,355.0,275.0,18.75,51.07,7.27,13.65,45,음식
소불고기,구이류,160.0,157.0,242.0,3.02,4.8,9.5,9.63,8,음식
소사태찜,찜류,95.3,137.0,246.0,2.9,10.44,12.6,4.65,3,음식
소세지빵,빵 및 과자류,,295.0,582.0,5.25,25.95,10.41,15.79,24,음식
소스/드레싱,"장류, 양념류",768.0,198.0,265.0,26.71,7.66,5.71,5.54,2,음식
소시지,수·조·어·육류,,220.0,730.0,2.0,,15.0,,1,음식
소시지 케첩볶음,볶음류,93.6,243.0,631.0,4.63,12.93,11.5,15.91,4,음식
소시지볶음,볶음류,170.0,134.0,424.0,2.49,7.73,6.8,8.33,10,음식
소시지조림,조림류,62.2,223.0,1048.0,4.4,12.89,11.4,12.86,3,음식
소시지튀김,튀김류,61.2,294.5,911.5,1.29,19.06,12.95,17.51,4,음식
소안심스테이크,구이류,232.0,197.0,242.0,1.57,2.64,16.6,12.51,1,음식
소주,주류,360.0,89.0,0.0,0.0,0.0,0.0,0.0,10,가공식품
소탕,국 및 탕류,150.0,58.0,236.0,0.02,1.27,5.1,3.57,1,음식
솔잎,기타,,84.5,4.0,,17.5,2.3,3.9,2,원재료성식품
송아지 부산물,육류,,133.5,80.0,0.0,0.04,17.96,5.57,12,원재료성식품
송아지고기,육류,,201.5,88.0,0.0,0.0,24.97,10.16,14,원재료성식품
송어 매운탕,찌개 및 전골류,275.8,54.0,247.0,1.56,4.03,6.6,1.35,1,음식
송어류,어패류 및 기타 수산물,,161.0,396.0,0.0,0.0,20.9,7.2,25,원재료성식품
송이버섯,버섯류,,21.5,1.0,0.77,8.31,2.1,0.2,2,원재료성식품
송편,빵 및 과자류,100.0,200.0,260.0,1.26,42.83,5.24,0.8,5,음식
송화,기타,,392.0,23.0,16.96,79.79,11.46,2.95,1,원재료성식품
쇠귀나물,채소류,,128.5,3.0,,26.9,6.25,0.1,2,원재료성식품
쇠기름,유지류,,869.0,1.0,,0.0,0.2,99.8,1,원재료성식품
쇼트닝,식용유지류,1700.0,900.0,0.0,0.0,0.0,0.0,100.0,43,가공식품
수란,찜류,100.0,145.0,110.0,,0.2,12.3,11.7,1,음식
수랑,어패류 및 기타 수산물,,86.0,,2.9,2.9,15.9,0.7,1,원재료성식품
수리취(떡취),채소류,,64.0,,,14.7,3.9,0.2,1,원재료성식품
수박,과일류,,33.5,0.5,5.29,8.54,0.72,0.05,2,원재료성식품
수박씨,견과 및 종실류,,451.0,,,47.2,19.3,22.9,1,원재료성식품
수박화채,음료 및 차류,200.0,42.0,9.0,5.78,7.79,1.2,0.87,4,음식
수세미,기타,,4.0,3.0,,0.7,0.8,,1,원재료성식품
수수,곡류,,374.0,4.0,0.67,73.63,11.03,3.1,5,원재료성식품
수수경단,빵 및 과자류,100.0,218.0,238.0,,43.1,8.2,1.4,1,음식
수수밥,밥류,290.0,121.0,2.0,0.02,26.3,2.25,0.17,5,음식
수수부꾸미,빵 및 과자류,100.0,248.0,261.0,0.24,42.1,5.73,6.29,1,음식
수수팥떡,빵 및 과자류,100.0,204.0,242.0,2.82,43.03,6.7,0.59,1,음식
수육,찜류,180.0,145.0,31.0,0.11,1.34,22.3,4.94,3,음식
수제비,면 및 만두류,485.0,81.0,178.0,0.48,13.16,2.89,0.41,8,음식
숙주나물,나물·숙채류,70.0,18.0,176.0,0.22,1.78,1.1,0.9,15,음식
숙주미나리나물,나물·숙채류,80.0,18.0,165.0,0.34,1.79,1.07,0.9,3,음식
순 현미밥,밥류,250.0,129.0,8.0,0.41,27.59,2.6,0.72,1,음식
순대,찜류,69.3,181.0,340.0,1.12,20.61,5.5,6.55,5,음식
순대국,국 및 탕류,498.8,53.0,161.0,0.35,2.94,2.53,1.79,6,음식
순대볶음,볶음류,300.0,101.0,324.0,2.52,17.25,2.9,4.43,15,음식
순대전골,찌개 및 전골류,450.0,76.0,160.0,0.68,6.28,5.61,3.18,1,음식
순두부찌개,찌개 및 전골류,881.0,42.0,264.0,0.7,2.44,3.55,1.74,9,음식
순무,채소류,,27.0,47.0,1.93,5.65,1.5,0.09,5,원재료성식품
순채,해조류,,25.0,,7.1,8.4,2.5,0.7,1,원재료성식품
숭어 매운탕,찌개 및 전골류,275.8,51.0,241.0,1.56,4.11,6.8,0.87,1,음식
숭어류,어패류 및 기타 수산물,,132.0,735.5,0.4,0.09,19.76,4.87,16,원재료성식품
스낵과자,과자류·빵류 또는 떡류,90.0,489.0,411.5,5.0,63.95,6.67,22.28,2712,가공식품
스무디,음료 및 차류,,84.0,25.0,11.91,13.97,1.23,1.58,1103,음식
스콘,빵 및 과자류,,421.0,358.0,16.09,48.0,6.0,23.65,49,음식
스크램블드에그,전·적 및 부침류,84.2,164.0,275.5,0.57,1.62,11.71,11.33,6,음식
스테비아,채소류,,171.5,56.0,0.0,39.61,8.3,1.16,2,원재료성식품
스테이크,구이류,477.0,176.0,265.0,3.38,7.22,11.09,8.36,13,음식
스파게티,면 및 만두류,500.0,175.5,327.5,2.42,19.46,5.43,8.43,54,음식
스프,죽 및 스프류,100.0,114.0,210.5,2.58,7.28,1.96,1.54,16,음식
시금치,채소류,,32.0,21.5,0.0,5.13,3.79,0.47,10,원재료성식품
시금치 겉절이,생채·무침류,80.9,54.0,357.0,1.47,6.28,3.0,2.51,2,음식
시금치 된장국,국 및 탕류,230.0,15.0,242.0,0.63,2.16,1.15,0.33,4,음식
시금치나물,나물·숙채류,50.0,27.0,221.0,0.89,3.21,1.6,1.28,14,음식
시래기 된장국,국 및 탕류,245.0,15.0,226.0,0.38,2.11,1.0,0.4,4,음식
시래기나물,나물·숙채류,75.0,58.0,1032.0,3.22,10.49,2.0,1.78,5,음식
시래기나물무침,나물·숙채류,50.0,114.0,514.0,0.54,7.74,4.32,7.28,1,음식
시럽,당류,1000.0,315.0,1.0,77.0,78.5,0.0,0.0,415,가공식품
시루떡,빵 및 과자류,100.0,224.0,264.0,3.22,48.08,5.47,1.85,3,음식
시리얼,빵 및 과자류,190.0,265.0,42.0,22.25,13.15,7.45,2.24,2,음식
시리얼바/에너지바/영양바,즉석식품류,50.0,443.0,60.0,22.86,56.67,8.0,17.14,11,가공식품
식물성유지,식용유지류,100.0,883.5,0.0,0.0,0.0,0.0,97.56,566,가공식품
식물성크림,식용유지류,700.0,454.0,80.0,12.0,40.0,2.0,28.25,206,가공식품
식빵,빵 및 과자류,100.0,293.0,378.0,8.1,47.7,8.0,11.18,105,음식
식빵튀김,튀김류,41.7,262.0,342.0,6.8,37.0,6.0,9.92,3,음식
식용곤충,동물성가공식품류,140.0,85.0,187.0,0.0,2.0,10.0,4.5,7,가공식품
식용돈지,식용유지류,100.0,900.0,0.0,0.0,0.43,0.0,100.0,9,가공식품
식육간편조리,식육가공품 및 포장육,600.0,72.0,286.0,0.48,3.17,6.4,3.25,1302,가공식품
식초,조미식품,250.0,64.5,7.0,12.75,15.25,0.1,0.0,838,가공식품
식혜,음료 및 차류,150.0,47.5,2.0,11.27,11.69,0.13,0.04,8,음식
신선초(명일엽),채소류,,24.0,31.0,1.95,5.66,1.08,0.14,1,원재료성식품
싸리버섯,버섯류,,99.5,57.0,,32.3,11.35,2.7,2,원재료성식품
쌀겨기름(미강유),유지류,,921.0,0.0,0.0,0.05,0.0,99.95,1,원재료성식품
쌀국수,면 및 만두류,560.0,66.0,440.0,0.38,12.32,2.2,0.81,5,음식
쌀밥,밥류,250.0,120.0,1.0,0.15,25.79,2.2,0.34,3,음식
쌀죽(흰죽),죽 및 스프류,100.0,53.0,0.0,0.0,11.45,1.02,0.15,7,음식
쌈무,채소류,,15.0,400.0,1.46,3.1,0.54,0.03,1,원재료성식품
쌈장,"장류, 양념류",22.1,142.0,2335.0,8.55,20.13,6.5,4.55,2,음식
쌈추,채소류,,22.5,41.0,0.0,3.65,2.88,0.27,2,원재료성식품
쌍동가리,어패류 및 기타 수산물,,101.0,,0.0,0.0,20.8,1.4,1,원재료성식품
쌍뿔달재,어패류 및 기타 수산물,,75.0,,0.1,0.1,16.9,0.4,1,원재료성식품
쌍화차,음료 및 차류,,51.0,8.0,7.49,11.42,0.08,0.01,14,음식
쏘가리,어패류 및 기타 수산물,,117.5,56.0,0.0,0.0,20.46,2.54,10,원재료성식품
쏙류,어패류 및 기타 수산물,,85.0,,,3.7,14.9,0.8,1,원재료성식품
쏨뱅이류,어패류 및 기타 수산물,,86.0,,0.13,0.35,16.3,0.59,7,원재료성식품
쑤기미,어패류 및 기타 수산물,,84.0,,0.53,0.53,18.47,0.4,1,원재료성식품
쑥,채소류,,55.0,3.0,0.0,12.7,3.4,0.5,5,원재료성식품
쑥 된장국,국 및 탕류,208.3,25.0,245.0,0.57,2.81,2.2,0.72,3,음식
쑥갓,채소류,,18.0,140.0,0.0,3.08,2.02,0.23,2,원재료성식품
쑥갓나물,나물·숙채류,50.0,29.5,275.0,0.1,2.23,2.35,1.32,12,음식
쑥갓나물무침,생채·무침류,150.0,64.0,473.0,0.2,4.4,3.0,3.8,1,음식
쑥갓무침,생채·무침류,34.2,40.0,237.0,0.24,4.01,2.5,1.96,1,음식
쑥갓오이무침,생채·무침류,126.4,37.0,156.5,0.39,5.58,1.9,1.06,2,음식
쑥떡,빵 및 과자류,100.0,249.0,254.0,10.72,57.89,3.36,0.4,1,음식
쑥부쟁이,채소류,,26.0,1.0,0.08,3.53,2.92,0.72,1,원재료성식품
쑥전(부침개),구이류,96.5,127.0,538.0,0.02,13.44,4.8,6.29,1,음식
쑥차,차류,,338.0,153.0,,56.4,26.3,0.8,1,원재료성식품
쑥튀김,튀김류,60.3,234.0,552.0,0.09,19.95,6.6,13.71,2,음식
씀바귀,채소류,,43.0,19.0,5.05,9.2,2.6,0.2,3,원재료성식품
씀바귀나물,나물·숙채류,60.0,38.0,296.0,1.87,6.54,1.5,1.11,1,음식
씀바귀나물무침,나물·숙채류,90.0,97.0,204.0,1.28,16.57,3.87,1.73,1,음식
아구탕,국 및 탕류,600.0,41.0,311.0,0.3,2.13,6.3,0.82,1,음식
아귀 매운탕,찌개 및 전골류,333.1,37.0,184.0,1.03,3.57,4.6,0.68,3,음식
아귀류,어패류 및 기타 수산물,,122.5,,0.5,0.06,14.3,0.24,18,원재료성식품
아귀지리,찌개 및 전골류,540.0,21.0,87.0,0.2,0.89,3.97,0.13,1,음식
아귀찜,찜류,300.0,53.5,214.0,0.65,3.28,5.39,1.02,6,음식
아떼모야,과일류,,73.0,2.0,,19.0,1.2,0.1,1,원재료성식품
